"","doi","score","title","year","title_score","merge_score","fullCitation","authors","journal","cite_count_crossref","journal_tf","original_citation","citation_rank","id"
"12","http://dx.doi.org/10.1175/jcli-d-15-0260.1",0.30991688,"How Has Human-Induced Climate Change Affected California Drought Risk?",2016,0.4,0.123966752,"Linyin Cheng, Martin Hoerling, Amir AghaKouchak, Ben Livneh, Xiao-Wei Quan, Jon Eischeid, 2016, 'How Has Human-Induced Climate Change Affected California Drought Risk?', <i>Journal of Climate</i>, vol. 29, no. 1, pp. 111-120","Linyin Cheng, Martin Hoerling, Amir AghaKouchak, Ben Livneh, Xiao-Wei Quan, Jon Eischeid","Journal of Climate",1,0,"Mehran A., Mazdiyasni O., AghaKouchak A., 2015, A Hybrid Framework for Assessing Socioeconomic Drought: Linking Climate Variability, Local Resilience, and Demand, Journal of Geophysical Research, 120 (15), 7520–7533, doi: 10.1002/2015JD023147.","2","cv_amir"
"13","http://dx.doi.org/10.1002/2014gl062308",0.40750813,"Global warming and changes in risk of concurrent climate extremes: Insights from the 2014 California drought",2014,0.3,0.122252439,"Amir AghaKouchak, Linyin Cheng, Omid Mazdiyasni, Alireza Farahmand, 2014, 'Global warming and changes in risk of concurrent climate extremes: Insights from the 2014 California drought', <i>Geophysical Research Letters</i>, vol. 41, no. 24, pp. 8847-8852","Amir AghaKouchak, Linyin Cheng, Omid Mazdiyasni, Alireza Farahmand","Geophysical Research Letters",21,0,"Mehran A., Mazdiyasni O., AghaKouchak A., 2015, A Hybrid Framework for Assessing Socioeconomic Drought: Linking Climate Variability, Local Resilience, and Demand, Journal of Geophysical Research, 120 (15), 7520–7533, doi: 10.1002/2015JD023147.","3","cv_amir"
"14","http://dx.doi.org/10.1016/j.advwatres.2014.11.012",0.24125531,"A generalized framework for deriving nonparametric standardized drought indicators",2015,0.4,0.096502124,"Alireza Farahmand, Amir AghaKouchak, 2015, 'A generalized framework for deriving nonparametric standardized drought indicators', <i>Advances in Water Resources</i>, vol. 76, pp. 140-145","Alireza Farahmand, Amir AghaKouchak","Advances in Water Resources",6,0,"Mehran A., Mazdiyasni O., AghaKouchak A., 2015, A Hybrid Framework for Assessing Socioeconomic Drought: Linking Climate Variability, Local Resilience, and Demand, Journal of Geophysical Research, 120 (15), 7520–7533, doi: 10.1002/2015JD023147.","4","cv_amir"
"15","http://dx.doi.org/10.1038/524409a",0.23773687,"Water and climate: Recognize anthropogenic drought",2015,0.4,0.095094748,"Amir AghaKouchak, David Feldman, Martin Hoerling, Travis Huxman, Jay Lund, 2015, 'Water and climate: Recognize anthropogenic drought', <i>Nature</i>, vol. 524, no. 7566, pp. 409-411","Amir AghaKouchak, David Feldman, Martin Hoerling, Travis Huxman, Jay Lund","Nature",3,0,"Mehran A., Mazdiyasni O., AghaKouchak A., 2015, A Hybrid Framework for Assessing Socioeconomic Drought: Linking Climate Variability, Local Resilience, and Demand, Journal of Geophysical Research, 120 (15), 7520–7533, doi: 10.1002/2015JD023147.","5","cv_amir"
"16","http://dx.doi.org/10.1002/2015gl063666",3.6104414,"Temperature impacts on the water year 2014 drought in California",2015,1,3.6104414,"Shraddhanand Shukla, Mohammad Safeeq, Amir AghaKouchak, Kaiyu Guan, Chris Funk, 2015, 'Temperature impacts on the water year 2014 drought in California', <i>Geophysical Research Letters</i>, vol. 42, no. 11, pp. 4384-4393","Shraddhanand Shukla, Mohammad Safeeq, Amir AghaKouchak, Kaiyu Guan, Chris Funk","Geophysical Research Letters",10,1,"Shukla S., Safeeq M., AghaKouchak A., Guan K., Funk C., 2015, Temperature Impacts on the Water Year 2014 Drought in California, Geophysical Research Letters, 42, 4384-4393, doi: 10.1002/2015GL063666.","1","cv_amir"
"17","http://dx.doi.org/10.1126/science.343.6178.1430",0.2710908,"Australia's Drought: Lessons for California",2014,0.6,0.16265448,"A. Aghakouchak, D. Feldman, M. J. Stewardson, J.-D. Saphores, S. Grant, B. Sanders, 2014, 'Australia&#39;s Drought: Lessons for California', <i>Science</i>, vol. 343, no. 6178, pp. 1430-1431","A. Aghakouchak, D. Feldman, M. J. Stewardson, J.-D. Saphores, S. Grant, B. Sanders","Science",13,0,"Shukla S., Safeeq M., AghaKouchak A., Guan K., Funk C., 2015, Temperature Impacts on the Water Year 2014 Drought in California, Geophysical Research Letters, 42, 4384-4393, doi: 10.1002/2015GL063666.","2","cv_amir"
"18","http://dx.doi.org/10.1002/2014gl062308",0.39201072,"Global warming and changes in risk of concurrent climate extremes: Insights from the 2014 California drought",2014,0.3,0.117603216,"Amir AghaKouchak, Linyin Cheng, Omid Mazdiyasni, Alireza Farahmand, 2014, 'Global warming and changes in risk of concurrent climate extremes: Insights from the 2014 California drought', <i>Geophysical Research Letters</i>, vol. 41, no. 24, pp. 8847-8852","Amir AghaKouchak, Linyin Cheng, Omid Mazdiyasni, Alireza Farahmand","Geophysical Research Letters",21,1,"Shukla S., Safeeq M., AghaKouchak A., Guan K., Funk C., 2015, Temperature Impacts on the Water Year 2014 Drought in California, Geophysical Research Letters, 42, 4384-4393, doi: 10.1002/2015GL063666.","3","cv_amir"
"19","http://dx.doi.org/10.1038/524409a",0.24742803,"Water and climate: Recognize anthropogenic drought",2015,0.4,0.098971212,"Amir AghaKouchak, David Feldman, Martin Hoerling, Travis Huxman, Jay Lund, 2015, 'Water and climate: Recognize anthropogenic drought', <i>Nature</i>, vol. 524, no. 7566, pp. 409-411","Amir AghaKouchak, David Feldman, Martin Hoerling, Travis Huxman, Jay Lund","Nature",3,0,"Shukla S., Safeeq M., AghaKouchak A., Guan K., Funk C., 2015, Temperature Impacts on the Water Year 2014 Drought in California, Geophysical Research Letters, 42, 4384-4393, doi: 10.1002/2015GL063666.","4","cv_amir"
"20","http://dx.doi.org/10.1002/2015jd023147",0.29575107,"A hybrid framework for assessing socioeconomic drought: Linking climate variability, local resilience, and demand",2015,0.3,0.088725321,"Ali Mehran, Omid Mazdiyasni, Amir AghaKouchak, 2015, 'A hybrid framework for assessing socioeconomic drought: Linking climate variability, local resilience, and demand', <i>Journal of Geophysical Research: Atmospheres</i>, vol. 120, no. 15, pp. 7520-7533","Ali Mehran, Omid Mazdiyasni, Amir AghaKouchak","Journal of Geophysical Research: Atmospheres",0,0,"Shukla S., Safeeq M., AghaKouchak A., Guan K., Funk C., 2015, Temperature Impacts on the Water Year 2014 Drought in California, Geophysical Research Letters, 42, 4384-4393, doi: 10.1002/2015GL063666.","5","cv_amir"
"21","http://dx.doi.org/10.1021/acs.est.5b01635",4.247977,"From Rain Tanks to Catchments: Use of Low-Impact Development To Address Hydrologic Symptoms of the Urban Stream Syndrome",2015,1,4.247977,"Asal Askarizadeh, Megan A. Rippy, Tim D. Fletcher, David L. Feldman, Jian Peng, Peter Bowler, Andrew S. Mehring, Brandon K. Winfrey, Jasper A. Vrugt, Amir AghaKouchak, Sunny C. Jiang, Brett F. Sanders, Lisa A. Levin, Scott Taylor, Stanley B. Grant, 2015, 'From Rain Tanks to Catchments: Use of Low-Impact Development To Address Hydrologic Symptoms of the Urban Stream Syndrome', <i>Environmental Science &amp; Technology</i>, vol. 49, no. 19, pp. 11264-11280","Asal Askarizadeh, Megan A. Rippy, Tim D. Fletcher, David L. Feldman, Jian Peng, Peter Bowler, Andrew S. Mehring, Brandon K. Winfrey, Jasper A. Vrugt, Amir AghaKouchak, Sunny C. Jiang, Brett F. Sanders, Lisa A. Levin, Scott Taylor, Stanley B. Grant","Environmental Science &amp; Technology",2,0,"Askarizadeh A., Rippy M., Fletcher T., Feldman D., Peng J., Bowler P., Mehring A., Winfrey B., Vrugt J., AghaKouchak A., Jiang S., Sanders B., Levin L., Taylor S., Grant S., 2015, From rain tanks to catchments: Use of low-impact development to address hydrologic symptoms of the urban stream syndrome, Environmental Science & Technology, doi: 10.1021/acs.est.5b01635.","1","cv_amir"
"22","http://dx.doi.org/10.1126/science.343.6178.1430",0.18383045,"Australia's Drought: Lessons for California",2014,0.4,0.07353218,"A. Aghakouchak, D. Feldman, M. J. Stewardson, J.-D. Saphores, S. Grant, B. Sanders, 2014, 'Australia&#39;s Drought: Lessons for California', <i>Science</i>, vol. 343, no. 6178, pp. 1430-1431","A. Aghakouchak, D. Feldman, M. J. Stewardson, J.-D. Saphores, S. Grant, B. Sanders","Science",13,1,"Askarizadeh A., Rippy M., Fletcher T., Feldman D., Peng J., Bowler P., Mehring A., Winfrey B., Vrugt J., AghaKouchak A., Jiang S., Sanders B., Levin L., Taylor S., Grant S., 2015, From rain tanks to catchments: Use of low-impact development to address hydrologic symptoms of the urban stream syndrome, Environmental Science & Technology, doi: 10.1021/acs.est.5b01635.","2","cv_amir"
"23","http://dx.doi.org/10.1016/j.jhydrol.2015.10.047",0.14346668,"A high resolution coupled hydrologic–hydraulic model (HiResFlood-UCI) for flash flood modeling",2015,0.3,0.043040004,"Phu Nguyen, Andrea Thorstensen, Soroosh Sorooshian, Kuolin Hsu, Amir AghaKouchak, Brett Sanders, Victor Koren, Zhengtao Cui, Michael Smith, 2015, 'A high resolution coupled hydrologic–hydraulic model (HiResFlood-UCI) for flash flood modeling', <i>Journal of Hydrology</i>","Phu Nguyen, Andrea Thorstensen, Soroosh Sorooshian, Kuolin Hsu, Amir AghaKouchak, Brett Sanders, Victor Koren, Zhengtao Cui, Michael Smith","Journal of Hydrology",0,0,"Askarizadeh A., Rippy M., Fletcher T., Feldman D., Peng J., Bowler P., Mehring A., Winfrey B., Vrugt J., AghaKouchak A., Jiang S., Sanders B., Levin L., Taylor S., Grant S., 2015, From rain tanks to catchments: Use of low-impact development to address hydrologic symptoms of the urban stream syndrome, Environmental Science & Technology, doi: 10.1021/acs.est.5b01635.","3","cv_amir"
"24","http://dx.doi.org/10.1016/j.jglr.2014.12.007",4.9461484,"Aral Sea syndrome desiccates Lake Urmia: Call for action",2015,1,4.9461484,"Amir AghaKouchak, Hamid Norouzi, Kaveh Madani, Ali Mirchi, Marzi Azarderakhsh, Ali Nazemi, Nasrin Nasrollahi, Alireza Farahmand, Ali Mehran, Elmira Hasanzadeh, 2015, 'Aral Sea syndrome desiccates Lake Urmia: Call for action', <i>Journal of Great Lakes Research</i>, vol. 41, no. 1, pp. 307-311","Amir AghaKouchak, Hamid Norouzi, Kaveh Madani, Ali Mirchi, Marzi Azarderakhsh, Ali Nazemi, Nasrin Nasrollahi, Alireza Farahmand, Ali Mehran, Elmira Hasanzadeh","Journal of Great Lakes Research",3,1,"AghaKouchak A., Norouzi H., Madani K., Mirchi A., Azarderakhsh M., Nazemi N., Nasrollahi N., Mehran M., Farahmand A., Hasanzadeh E., 2015, Aral Sea Syndrome Desiccates Lake Urmia: Call for Action, Journal of Great Lakes Research, 41(1), 307-311, doi: 10.1016/j.jglr.2014.12.007.","1","cv_amir"
"25","http://dx.doi.org/10.1175/waf-d-10-05000.1",0.16624185,"Assessing the Impacts of Different WRF Precipitation Physics in Hurricane Simulations",2012,0.3,0.049872555,"Nasrin Nasrollahi, Amir AghaKouchak, Jialun Li, Xiaogang Gao, Kuolin Hsu, Soroosh Sorooshian, 2012, 'Assessing the Impacts of Different WRF Precipitation Physics in Hurricane Simulations', <i>Weather and Forecasting</i>, vol. 27, no. 4, pp. 1003-1016","Nasrin Nasrollahi, Amir AghaKouchak, Jialun Li, Xiaogang Gao, Kuolin Hsu, Soroosh Sorooshian","Weather and Forecasting",8,0,"AghaKouchak A., Norouzi H., Madani K., Mirchi A., Azarderakhsh M., Nazemi N., Nasrollahi N., Mehran M., Farahmand A., Hasanzadeh E., 2015, Aral Sea Syndrome Desiccates Lake Urmia: Call for Action, Journal of Great Lakes Research, 41(1), 307-311, doi: 10.1016/j.jglr.2014.12.007.","2","cv_amir"
"26","http://dx.doi.org/10.1007/s00382-015-2625-y",3.9855087,"Non-stationary return levels of CMIP5 multi-model temperature extremes",2015,1,3.9855087,"Linyin Cheng, Thomas J. Phillips, Amir AghaKouchak, 2015, 'Non-stationary return levels of CMIP5 multi-model temperature extremes', <i>Climate Dynamics</i>, vol. 44, no. 11-12, pp. 2947-2963","Linyin Cheng, Thomas J. Phillips, Amir AghaKouchak","Climate Dynamics",0,1,"Cheng L., AghaKouchak A., Phillips T., 2015, Non-stationary Return Levels of CMIP5 Multi-Model Temperature Extremes, Climate Dynamics, 44(11), 2947-2963, doi: 10.1007/s00382-015-2625-y.","1","cv_amir"
"27","http://dx.doi.org/10.1007/s10584-014-1254-5",0.2811018,"Non-stationary extreme value analysis in a changing climate",2014,0.5,0.1405509,"Linyin Cheng, Amir AghaKouchak, Eric Gilleland, Richard W Katz, 2014, 'Non-stationary extreme value analysis in a changing climate', <i>Climatic Change</i>, vol. 127, no. 2, pp. 353-369","Linyin Cheng, Amir AghaKouchak, Eric Gilleland, Richard W Katz","Climatic Change",13,0,"Cheng L., AghaKouchak A., Phillips T., 2015, Non-stationary Return Levels of CMIP5 Multi-Model Temperature Extremes, Climate Dynamics, 44(11), 2947-2963, doi: 10.1007/s00382-015-2625-y.","2","cv_amir"
"28","http://dx.doi.org/10.1088/1748-9326/8/3/034014",0.274094,"Changes in concurrent monthly precipitation and temperature extremes",2013,0.5,0.137047,"Zengchao Hao, Amir AghaKouchak, Thomas J Phillips, 2013, 'Changes in concurrent monthly precipitation and temperature extremes', <i>Environmental Research Letters</i>, vol. 8, no. 3, p. 034014","Zengchao Hao, Amir AghaKouchak, Thomas J Phillips","Environmental Research Letters",22,0,"Cheng L., AghaKouchak A., Phillips T., 2015, Non-stationary Return Levels of CMIP5 Multi-Model Temperature Extremes, Climate Dynamics, 44(11), 2947-2963, doi: 10.1007/s00382-015-2625-y.","3","cv_amir"
"29","http://dx.doi.org/10.1002/2014wr016318",0.39475667,"How well do CMIP5 climate simulations replicate historical trends and patterns of meteorological droughts?",2015,0.3,0.118427001,"Nasrin Nasrollahi, Amir AghaKouchak, Linyin Cheng, Lisa Damberg, Thomas J. Phillips, Chiyuan Miao, Kuolin Hsu, Soroosh Sorooshian, 2015, 'How well do CMIP5 climate simulations replicate historical trends and patterns of meteorological droughts?', <i>Water Resources Research</i>, vol. 51, no. 4, pp. 2847-2864","Nasrin Nasrollahi, Amir AghaKouchak, Linyin Cheng, Lisa Damberg, Thomas J. Phillips, Chiyuan Miao, Kuolin Hsu, Soroosh Sorooshian","Water Resources Research",3,0,"Cheng L., AghaKouchak A., Phillips T., 2015, Non-stationary Return Levels of CMIP5 Multi-Model Temperature Extremes, Climate Dynamics, 44(11), 2947-2963, doi: 10.1007/s00382-015-2625-y.","4","cv_amir"
"30","http://dx.doi.org/10.3354/cr01221",0.31127512,"Seasonal and regional biases in CMIP5 precipitation simulations",2014,0.3,0.093382536,"Z Liu, A Mehran, TJ Phillips, A AghaKouchak, 2014, 'Seasonal and regional biases in CMIP5 precipitation simulations', <i>Climate Research</i>, vol. 60, no. 1, pp. 35-50","Z Liu, A Mehran, TJ Phillips, A AghaKouchak","Climate Research",6,0,"Cheng L., AghaKouchak A., Phillips T., 2015, Non-stationary Return Levels of CMIP5 Multi-Model Temperature Extremes, Climate Dynamics, 44(11), 2947-2963, doi: 10.1007/s00382-015-2625-y.","5","cv_amir"
"31","http://dx.doi.org/10.1002/2014wr016318",4.749136,"How well do CMIP5 climate simulations replicate historical trends and patterns of meteorological droughts?",2015,1,4.749136,"Nasrin Nasrollahi, Amir AghaKouchak, Linyin Cheng, Lisa Damberg, Thomas J. Phillips, Chiyuan Miao, Kuolin Hsu, Soroosh Sorooshian, 2015, 'How well do CMIP5 climate simulations replicate historical trends and patterns of meteorological droughts?', <i>Water Resources Research</i>, vol. 51, no. 4, pp. 2847-2864","Nasrin Nasrollahi, Amir AghaKouchak, Linyin Cheng, Lisa Damberg, Thomas J. Phillips, Chiyuan Miao, Kuolin Hsu, Soroosh Sorooshian","Water Resources Research",3,1,"Nasrollahi N., AghaKouchak A., Cheng L., Damberg L., Phillips T., Miao C., Hsu K., Sorooshian S., 2015, How Well Do CMIP5 Climate Simulations Replicate Historical Trends and Patterns of Meteorological Droughts?, Water Resources Research, 51(4), 2847-2864, doi: 10.1002/2014WR016318.","1","cv_amir"
"32","http://dx.doi.org/10.3354/cr01221",0.38373575,"Seasonal and regional biases in CMIP5 precipitation simulations",2014,0.4,0.1534943,"Z Liu, A Mehran, TJ Phillips, A AghaKouchak, 2014, 'Seasonal and regional biases in CMIP5 precipitation simulations', <i>Climate Research</i>, vol. 60, no. 1, pp. 35-50","Z Liu, A Mehran, TJ Phillips, A AghaKouchak","Climate Research",6,0,"Nasrollahi N., AghaKouchak A., Cheng L., Damberg L., Phillips T., Miao C., Hsu K., Sorooshian S., 2015, How Well Do CMIP5 Climate Simulations Replicate Historical Trends and Patterns of Meteorological Droughts?, Water Resources Research, 51(4), 2847-2864, doi: 10.1002/2014WR016318.","2","cv_amir"
"33","http://dx.doi.org/10.1007/s00704-013-1019-5",0.23178263,"Global trends and patterns of drought from space",2013,0.6,0.139069578,"Lisa Damberg, Amir AghaKouchak, 2013, 'Global trends and patterns of drought from space', <i>Theoretical and Applied Climatology</i>, vol. 117, no. 3-4, pp. 441-448","Lisa Damberg, Amir AghaKouchak","Theoretical and Applied Climatology",23,0,"Nasrollahi N., AghaKouchak A., Cheng L., Damberg L., Phillips T., Miao C., Hsu K., Sorooshian S., 2015, How Well Do CMIP5 Climate Simulations Replicate Historical Trends and Patterns of Meteorological Droughts?, Water Resources Research, 51(4), 2847-2864, doi: 10.1002/2014WR016318.","3","cv_amir"
"34","http://dx.doi.org/10.1175/waf-d-10-05000.1",0.41427243,"Assessing the Impacts of Different WRF Precipitation Physics in Hurricane Simulations",2012,0.3,0.124281729,"Nasrin Nasrollahi, Amir AghaKouchak, Jialun Li, Xiaogang Gao, Kuolin Hsu, Soroosh Sorooshian, 2012, 'Assessing the Impacts of Different WRF Precipitation Physics in Hurricane Simulations', <i>Weather and Forecasting</i>, vol. 27, no. 4, pp. 1003-1016","Nasrin Nasrollahi, Amir AghaKouchak, Jialun Li, Xiaogang Gao, Kuolin Hsu, Soroosh Sorooshian","Weather and Forecasting",8,0,"Nasrollahi N., AghaKouchak A., Cheng L., Damberg L., Phillips T., Miao C., Hsu K., Sorooshian S., 2015, How Well Do CMIP5 Climate Simulations Replicate Historical Trends and Patterns of Meteorological Droughts?, Water Resources Research, 51(4), 2847-2864, doi: 10.1002/2014WR016318.","4","cv_amir"
"35","http://dx.doi.org/10.1175/2010jhm1298.1",0.28805602,"Geometrical Characterization of Precipitation Patterns",2011,0.4,0.115222408,"Amir AghaKouchak, Nasrin Nasrollahi, Jingjing Li, Bisher Imam, Soroosh Sorooshian, 2011, 'Geometrical Characterization of Precipitation Patterns', <i>Journal of Hydrometeorology</i>, vol. 12, no. 2, pp. 274-285","Amir AghaKouchak, Nasrin Nasrollahi, Jingjing Li, Bisher Imam, Soroosh Sorooshian","Journal of Hydrometeorology",12,0,"Nasrollahi N., AghaKouchak A., Cheng L., Damberg L., Phillips T., Miao C., Hsu K., Sorooshian S., 2015, How Well Do CMIP5 Climate Simulations Replicate Historical Trends and Patterns of Meteorological Droughts?, Water Resources Research, 51(4), 2847-2864, doi: 10.1002/2014WR016318.","5","cv_amir"
"36","http://dx.doi.org/10.1016/j.jhydrol.2014.12.025",2.892753,"A methodology for deriving ensemble response from multimodel simulations",2015,1,2.892753,"Linyin Cheng, Amir AghaKouchak, 2015, 'A methodology for deriving ensemble response from multimodel simulations', <i>Journal of Hydrology</i>, vol. 522, pp. 49-57","Linyin Cheng, Amir AghaKouchak","Journal of Hydrology",0,1,"Cheng L., AghaKouchak A., 2015, A Methodology for Deriving Ensemble Response from Multimodel Simulations, Journal of Hydrology, 522, 49-57, doi: 10.1016/j.jhydrol.2014.12.025.","1","cv_amir"
"37","http://dx.doi.org/10.1002/wrcr.20498",0.23292254,"Extended contingency table: Performance metrics for satellite observations and climate model simulations",2013,0.4,0.093169016,"A. AghaKouchak, A. Mehran, 2013, 'Extended contingency table: Performance metrics for satellite observations and climate model simulations', <i>Water Resources Research</i>, vol. 49, no. 10, pp. 7144-7149","A. AghaKouchak, A. Mehran","Water Resources Research",12,0,"Cheng L., AghaKouchak A., 2015, A Methodology for Deriving Ensemble Response from Multimodel Simulations, Journal of Hydrology, 522, 49-57, doi: 10.1016/j.jhydrol.2014.12.025.","2","cv_amir"
