"","doi","score","title","year","title_score","merge_score","fullCitation","authors","journal","cite_count_crossref","journal_tf","original_citation","citation_rank","id"
"24","http://dx.doi.org/10.1558/jsrnc.v8i1.111",0.6580542,"Review Essay: Robert Bellah's Religion in Human Evolution",2014,0.4,0.26322168,"E. N. Anderson, Seth Abrutyn, 2014, 'Review Essay: Robert Bellah&#39;s Religion in Human Evolution', <i>Journal for the Study of Religion, Nature and Culture</i>, vol. 8, no. 1, pp. 111-127","E. N. Anderson, Seth Abrutyn","Journal for the Study of Religion, Nature and Culture",0,0,"Abrutyn, Seth. 2015. “The Institutional Evolution of Religion: Innovation and Entrepreneurship  in Ancient Israel.” Religion. DOI:10.1080/0048721X.2015.1009864","3","Abrutyn_CV"
"25","http://dx.doi.org/10.1177/0725513615575935",0.6006611,"The role of agency in sociocultural evolution: Institutional entrepreneurship as a force of structural and cultural change",2015,0.4,0.24026444,"S. Abrutyn, J. Van Ness, 2015, 'The role of agency in sociocultural evolution: Institutional entrepreneurship as a force of structural and cultural change', <i>Thesis Eleven</i>, vol. 127, no. 1, pp. 52-77","S. Abrutyn, J. Van Ness","Thesis Eleven",0,0,"Abrutyn, Seth. 2015. “The Institutional Evolution of Religion: Innovation and Entrepreneurship  in Ancient Israel.” Religion. DOI:10.1080/0048721X.2015.1009864","4","Abrutyn_CV"
"26","http://dx.doi.org/10.5539/res.v4n5p167",0.6329159,"Toward A Theory of Institutional Ecology: The Dynamics of Macro Structural Space",2012,0.4,0.25316636,"Seth Abrutyn, 2012, 'Toward A Theory of Institutional Ecology: The Dynamics of Macro Structural Space', <i>Review of European Studies</i>, vol. 4, no. 5","Seth Abrutyn","Review of European Studies",4,0,"Lawrence, Kirk and Seth Abrutyn. 2015. “The Degradation of Nature and the Growth of  Environmental Concern: Toward a Theory of the Capture and Limits of Ecological Value.”    Human Ecology Review. 21(1):87-108.","1","Abrutyn_CV"
"27","http://dx.doi.org/10.1111/j.1467-9558.2009.01358.x",0.49621072,"Toward a General Theory of Institutional Autonomy",2009,0.5,0.24810536,"Seth Abrutyn, 2009, 'Toward a General Theory of Institutional Autonomy', <i>Sociological Theory</i>, vol. 27, no. 4, pp. 449-465","Seth Abrutyn","Sociological Theory",8,0,"Lawrence, Kirk and Seth Abrutyn. 2015. “The Degradation of Nature and the Growth of  Environmental Concern: Toward a Theory of the Capture and Limits of Ecological Value.”    Human Ecology Review. 21(1):87-108.","2","Abrutyn_CV"
"28","http://dx.doi.org/10.1525/sop.2010.53.3.419",0.6029626,"From Chiefdom to State: Toward an Integrative Theory of the Evolution of Polity",2010,0.4,0.24118504,"Seth Abrutyn, Kirk Lawrence, 2010, 'From Chiefdom to State: Toward an Integrative Theory of the Evolution of Polity', <i>Sociological Perspectives</i>, vol. 53, no. 3, pp. 419-442","Seth Abrutyn, Kirk Lawrence","Sociological Perspectives",8,0,"Lawrence, Kirk and Seth Abrutyn. 2015. “The Degradation of Nature and the Growth of  Environmental Concern: Toward a Theory of the Capture and Limits of Ecological Value.”    Human Ecology Review. 21(1):87-108.","3","Abrutyn_CV"
"29","http://dx.doi.org/10.1558/jsrnc.v8i1.111",0.440231,"Review Essay: Robert Bellah's Religion in Human Evolution",2014,0.3,0.1320693,"E. N. Anderson, Seth Abrutyn, 2014, 'Review Essay: Robert Bellah&#39;s Religion in Human Evolution', <i>Journal for the Study of Religion, Nature and Culture</i>, vol. 8, no. 1, pp. 111-127","E. N. Anderson, Seth Abrutyn","Journal for the Study of Religion, Nature and Culture",0,0,"Lawrence, Kirk and Seth Abrutyn. 2015. “The Degradation of Nature and the Growth of  Environmental Concern: Toward a Theory of the Capture and Limits of Ecological Value.”    Human Ecology Review. 21(1):87-108.","4","Abrutyn_CV"
"30","http://dx.doi.org/10.13060/00380288.2015.51.3.186",0.3109623,"Money, Love, and Sacredness: Generalised Symbolic Media and the Production of Instrumental, Affectual, and Moral Reality",2015,0.3,0.09328869,"Seth Abrutyn, 2015, 'Money, Love, and Sacredness: Generalised Symbolic Media and the Production of Instrumental, Affectual, and Moral Reality', <i>Czech Sociological Review</i>, vol. 51, no. 3, p. 445","Seth Abrutyn","Czech Sociological Review",0,0,"Lawrence, Kirk and Seth Abrutyn. 2015. “The Degradation of Nature and the Growth of  Environmental Concern: Toward a Theory of the Capture and Limits of Ecological Value.”    Human Ecology Review. 21(1):87-108.","5","Abrutyn_CV"
"31","http://dx.doi.org/10.1057/ajcs.2014.12",5.816433,"Pollution–purification rituals, cultural memory and the evolution of religion: How collective trauma shaped ancient Israel",2015,0.95,5.52561135,"Seth Abrutyn, 2015, 'Pollution–purification rituals, cultural memory and the evolution of religion: How collective trauma shaped ancient Israel', <i>American Journal of Cultural Sociology</i>, vol. 3, no. 1, pp. 123-155","Seth Abrutyn","American Journal of Cultural Sociology",0,0,"Abrutyn, Seth. 2015. “Pollution-Purification Rituals, Cultural Memory, and the Evolution of    Religion: How Collective Trauma Shaped Ancient Israel.” American Journal of Cultural  Sociology. 3(1):123-155.","1","Abrutyn_CV"
"32","http://dx.doi.org/10.1080/0048721x.2015.1009864",0.95460415,"The institutional evolution of religion: innovation and entrepreneurship in ancient Israel",2015,0.5,0.477302075,"Seth Abrutyn, 2015, 'The institutional evolution of religion: innovation and entrepreneurship in ancient Israel', <i>Religion</i>, vol. 45, no. 4, pp. 505-531","Seth Abrutyn","Religion",0,1,"Abrutyn, Seth. 2015. “Pollution-Purification Rituals, Cultural Memory, and the Evolution of    Religion: How Collective Trauma Shaped Ancient Israel.” American Journal of Cultural  Sociology. 3(1):123-155.","2","Abrutyn_CV"
"33","http://dx.doi.org/10.1558/jsrnc.v8i1.111",0.3885704,"Review Essay: Robert Bellah's Religion in Human Evolution",2014,0.4,0.15542816,"E. N. Anderson, Seth Abrutyn, 2014, 'Review Essay: Robert Bellah&#39;s Religion in Human Evolution', <i>Journal for the Study of Religion, Nature and Culture</i>, vol. 8, no. 1, pp. 111-127","E. N. Anderson, Seth Abrutyn","Journal for the Study of Religion, Nature and Culture",0,0,"Abrutyn, Seth. 2015. “Pollution-Purification Rituals, Cultural Memory, and the Evolution of    Religion: How Collective Trauma Shaped Ancient Israel.” American Journal of Cultural  Sociology. 3(1):123-155.","3","Abrutyn_CV"
"34","http://dx.doi.org/10.1177/0735275114558633",3.7581785,"The Socioemotional Foundations of Suicide: A Microsociological View of Durkheim's Suicide",2014,0.95,3.570269575,"S. Abrutyn, A. S. Mueller, 2014, 'The Socioemotional Foundations of Suicide: A Microsociological View of Durkheim&#39;s Suicide', <i>Sociological Theory</i>, vol. 32, no. 4, pp. 327-351","S. Abrutyn, A. S. Mueller","Sociological Theory",1,1,"Abrutyn, Seth and Anna S. Mueller. 2014. “The Socioemotional Foundations of Suicide: A    Microsociological View of Durkheim’s Suicide.” Sociological Theory. 32(4):327-351.    Winner of the Recent Contribution to the Literature, ASA Section on Emotions,   2015","1","Abrutyn_CV"
"35","http://dx.doi.org/10.1111/socf.12110",1.1666247,"Reconsidering Durkheim's Assessment of Tarde: Formalizing a Tardian Theory of Imitation, Contagion, and Suicide Suggestion",2014,0.3,0.34998741,"Seth Abrutyn, Anna S. Mueller, 2014, 'Reconsidering Durkheim&#39;s Assessment of Tarde: Formalizing a Tardian Theory of Imitation, Contagion, and Suicide Suggestion', <i>Sociological Forum</i>, vol. 29, no. 3, pp. 698-719","Seth Abrutyn, Anna S. Mueller","Sociological Forum",0,0,"Abrutyn, Seth and Anna S. Mueller. 2014. “The Socioemotional Foundations of Suicide: A    Microsociological View of Durkheim’s Suicide.” Sociological Theory. 32(4):327-351.    Winner of the Recent Contribution to the Literature, ASA Section on Emotions,   2015","2","Abrutyn_CV"
"36","http://dx.doi.org/10.1177/2156869315604346",0.61594963,"When Too Much Integration and Regulation Hurts: Reenvisioning Durkheim's Altruistic Suicide",2015,0.4,0.246379852,"S. Abrutyn, A. S. Mueller, 2015, 'When Too Much Integration and Regulation Hurts: Reenvisioning Durkheim&#39;s Altruistic Suicide', <i>Society and Mental Health</i>","S. Abrutyn, A. S. Mueller","Society and Mental Health",0,0,"Abrutyn, Seth and Anna S. Mueller. 2014. “The Socioemotional Foundations of Suicide: A    Microsociological View of Durkheim’s Suicide.” Sociological Theory. 32(4):327-351.    Winner of the Recent Contribution to the Literature, ASA Section on Emotions,   2015","3","Abrutyn_CV"
"37","http://dx.doi.org/10.1111/j.1467-9558.2009.01358.x",0.34697762,"Toward a General Theory of Institutional Autonomy",2009,0.4,0.138791048,"Seth Abrutyn, 2009, 'Toward a General Theory of Institutional Autonomy', <i>Sociological Theory</i>, vol. 27, no. 4, pp. 449-465","Seth Abrutyn","Sociological Theory",0,1,"Abrutyn, Seth and Anna S. Mueller. 2014. “The Socioemotional Foundations of Suicide: A    Microsociological View of Durkheim’s Suicide.” Sociological Theory. 32(4):327-351.    Winner of the Recent Contribution to the Literature, ASA Section on Emotions,   2015","4","Abrutyn_CV"
"38","http://dx.doi.org/10.1177/0731121414556544",0.44942033,"Can Social Ties Be Harmful? Examining the Spread of Suicide in Early Adulthood",2014,0.3,0.134826099,"A. S. Mueller, S. Abrutyn, C. Stockton, 2014, 'Can Social Ties Be Harmful? Examining the Spread of Suicide in Early Adulthood', <i>Sociological Perspectives</i>, vol. 58, no. 2, pp. 204-222","A. S. Mueller, S. Abrutyn, C. Stockton","Sociological Perspectives",0,0,"Abrutyn, Seth and Anna S. Mueller. 2014. “The Socioemotional Foundations of Suicide: A    Microsociological View of Durkheim’s Suicide.” Sociological Theory. 32(4):327-351.    Winner of the Recent Contribution to the Literature, ASA Section on Emotions,   2015","5","Abrutyn_CV"
"39","http://dx.doi.org/10.1111/jtsb.12071",3.5436957,"The Decline in Shared Collective Conscience as Found in the Shifting Norms and Values of Etiquette Manuals",2014,0.95,3.366510915,"Seth Abrutyn, Michael J. Carter, 2014, 'The Decline in Shared Collective Conscience as Found in the Shifting Norms and Values of Etiquette Manuals', <i>Journal for the Theory of Social Behaviour</i>, vol. 45, no. 3, pp. 352-376","Seth Abrutyn, Michael J. Carter","Journal for the Theory of Social Behaviour",0,0,"Abrutyn, Seth and Michael J. Carter. 2014. “The Decline in Shared Collective Conscience as  Found in the Shifting Norms and Values of Etiquette Manuals.” Journal for the Theory of  Social Behaviour. DOI: 10.1111/jtsb.12071","1","Abrutyn_CV"
"40","http://dx.doi.org/10.1111/j.1467-9558.2009.01358.x",0.2272324,"Toward a General Theory of Institutional Autonomy",2009,0.4,0.09089296,"Seth Abrutyn, 2009, 'Toward a General Theory of Institutional Autonomy', <i>Sociological Theory</i>, vol. 27, no. 4, pp. 449-465","Seth Abrutyn","Sociological Theory",8,0,"Abrutyn, Seth and Michael J. Carter. 2014. “The Decline in Shared Collective Conscience as  Found in the Shifting Norms and Values of Etiquette Manuals.” Journal for the Theory of  Social Behaviour. DOI: 10.1111/jtsb.12071","2","Abrutyn_CV"
"41","http://dx.doi.org/10.1111/socf.12110",0.19175826,"Reconsidering Durkheim's Assessment of Tarde: Formalizing a Tardian Theory of Imitation, Contagion, and Suicide Suggestion",2014,0.3,0.057527478,"Seth Abrutyn, Anna S. Mueller, 2014, 'Reconsidering Durkheim&#39;s Assessment of Tarde: Formalizing a Tardian Theory of Imitation, Contagion, and Suicide Suggestion', <i>Sociological Forum</i>, vol. 29, no. 3, pp. 698-719","Seth Abrutyn, Anna S. Mueller","Sociological Forum",0,0,"Abrutyn, Seth and Michael J. Carter. 2014. “The Decline in Shared Collective Conscience as  Found in the Shifting Norms and Values of Etiquette Manuals.” Journal for the Theory of  Social Behaviour. DOI: 10.1111/jtsb.12071","3","Abrutyn_CV"
